FECHA;FECHA1;FECHA2;TOTAL;COMUNA
27-08-2022;220827;128;65;Quilicura
27-08-2022;220827;128;90;Puente Alto
27-08-2022;220827;128;78;Pudahuel
27-08-2022;220827;128;83;Las Condes
27-08-2022;220827;128;89;La Florida
27-08-2022;220826;128;72;El Bosque
27-08-2022;220826;128;97;Cerro Navia
27-08-2022;220826;128;69;Cerrillos
27-08-2022;220826;128;78,3;RM
28-08-2022;220828;129;70;Talagante
28-08-2022;220828;129;129;Santiago
28-08-2022;220828;129;79;Quilicura
28-08-2022;220828;129;67;Puente Alto
28-08-2022;220828;129;105;Pudahuel
28-08-2022;220828;129;42;Las Condes
28-08-2022;220828;129;77;La Florida
28-08-2022;220827;129;93;El Bosque
28-08-2022;220827;129;140;Cerro Navia
28-08-2022;220827;129;97;Cerrillos
28-08-2022;220827;129;89,9;RM
29-08-2022;220829;130;51;Talagante
29-08-2022;220829;130;84;Santiago
29-08-2022;220829;130;78;Quilicura
29-08-2022;220829;130;75;Puente Alto
29-08-2022;220829;130;86;Pudahuel
29-08-2022;220829;130;56;Las Condes
29-08-2022;220829;130;71;La Florida
29-08-2022;220828;130;95;El Bosque
29-08-2022;220828;130;92;Cerro Navia
29-08-2022;220828;130;82;Cerrillos
29-08-2022;220828;130;77;RM
30-08-2022;220830;131;25;Talagante
30-08-2022;220830;131;53;Santiago
30-08-2022;220830;131;48;Quilicura
30-08-2022;220830;131;52;Puente Alto
30-08-2022;220830;131;44;Pudahuel
30-08-2022;220830;131;70;Las Condes
30-08-2022;220830;131;58;La Florida
30-08-2022;220829;131;45;El Bosque
30-08-2022;220829;131;45;Cerro Navia
30-08-2022;220829;131;39;Cerrillos
30-08-2022;220829;131;47,9;RM
31-08-2022;220831;132;30;Talagante
31-08-2022;220831;132;54;Santiago
31-08-2022;220831;132;43;Quilicura
31-08-2022;220831;132;53;Puente Alto
31-08-2022;220831;132;41;Pudahuel
31-08-2022;220831;132;50;Las Condes
31-08-2022;220831;132;52;La Florida
31-08-2022;220830;132;49;El Bosque
31-08-2022;220830;132;43;Cerro Navia
31-08-2022;220830;132;44;Cerrillos
31-08-2022;220830;132;45,9;RM
01-09-2022;220901;133;47;Talagante
01-09-2022;220901;133;57;Santiago
01-09-2022;220901;133;50;Quilicura
01-09-2022;220901;133;63;Puente Alto
01-09-2022;220901;133;56;Pudahuel
01-09-2022;220901;133;61;Las Condes
01-09-2022;220901;133;68;La Florida
01-09-2022;220831;133;62;El Bosque
01-09-2022;220831;133;64;Cerro Navia
01-09-2022;220831;133;57;Cerrillos
01-09-2022;220831;133;58,5;RM
02-09-2022;220902;134;96;Talagante
02-09-2022;220902;134;125;Santiago
02-09-2022;220902;134;92;Quilicura
02-09-2022;220902;134;99;Puente Alto
02-09-2022;220902;134;124;Pudahuel
02-09-2022;220902;134;77;Las Condes
02-09-2022;220902;134;103;La Florida
02-09-2022;220901;134;126;El Bosque
02-09-2022;220901;134;145;Cerro Navia
02-09-2022;220901;134;114;Cerrillos
02-09-2022;220901;134;110,1;RM
03-09-2022;220903;135;88;Talagante
03-09-2022;220903;135;108;Santiago
03-09-2022;220903;135;90;Quilicura
03-09-2022;220903;135;79;Puente Alto
03-09-2022;220903;135;120;Pudahuel
03-09-2022;220903;135;45;Las Condes
03-09-2022;220903;135;85;La Florida
03-09-2022;220902;135;113;El Bosque
03-09-2022;220902;135;139;Cerro Navia
03-09-2022;220902;135;108;Cerrillos
03-09-2022;220902;135;97,5;RM
04-09-2022;220904;136;74;Talagante
04-09-2022;220904;136;83;Santiago
04-09-2022;220904;136;69;Quilicura
04-09-2022;220904;136;66;Puente Alto
04-09-2022;220904;136;104;Pudahuel
04-09-2022;220904;136;49;Las Condes
04-09-2022;220904;136;75;La Florida
04-09-2022;220903;136;99;El Bosque
04-09-2022;220903;136;118;Cerro Navia
04-09-2022;220903;136;106;Cerrillos
04-09-2022;220903;136;84,3;RM
05-09-2022;220905;137;74;Talagante
05-09-2022;220905;137;86;Santiago
05-09-2022;220905;137;82;Quilicura
05-09-2022;220905;137;88;Puente Alto
05-09-2022;220905;137;98;Pudahuel
05-09-2022;220905;137;60;Las Condes
05-09-2022;220905;137;106;La Florida
05-09-2022;220904;137;118;El Bosque
05-09-2022;220904;137;113;Cerro Navia
05-09-2022;220904;137;100;Cerrillos
05-09-2022;220904;137;92,5;RM
06-09-2022;220906;138;32;Talagante
06-09-2022;220906;138;92;Santiago
06-09-2022;220906;138;86;Quilicura
06-09-2022;220906;138;84;Puente Alto
06-09-2022;220906;138;85;Pudahuel
06-09-2022;220906;138;61;Las Condes
06-09-2022;220906;138;75;La Florida
06-09-2022;220905;138;95;El Bosque
06-09-2022;220905;138;94;Cerro Navia
06-09-2022;220905;138;109;Cerrillos
06-09-2022;220905;138;81,3;RM
07-09-2022;220907;139;13;Talagante
07-09-2022;220907;139;32;Santiago
07-09-2022;220907;139;24;Quilicura
07-09-2022;220907;139;27;Puente Alto
07-09-2022;220907;139;26;Pudahuel
07-09-2022;220907;139;30;Las Condes
07-09-2022;220907;139;23;La Florida
07-09-2022;220906;139;26;El Bosque
07-09-2022;220906;139;30;Cerro Navia
07-09-2022;220906;139;25;Cerrillos
07-09-2022;220906;139;25,6;RM
08-09-2022;220908;140;24;Talagante
08-09-2022;220908;140;26;Santiago
08-09-2022;220908;140;17;Quilicura
08-09-2022;220908;140;29;Puente Alto
08-09-2022;220908;140;26;Pudahuel
08-09-2022;220908;140;17;Las Condes
08-09-2022;220908;140;26;La Florida
08-09-2022;220907;140;34;El Bosque
08-09-2022;220907;140;30;Cerro Navia
08-09-2022;220907;140;26;Cerrillos
08-09-2022;220907;140;25,5;RM
09-09-2022;220909;141;50;Talagante
09-09-2022;220909;141;97;Santiago
09-09-2022;220909;141;65;Quilicura
09-09-2022;220909;141;67;Puente Alto
09-09-2022;220909;141;81;Pudahuel
09-09-2022;220909;141;53;Las Condes
09-09-2022;220909;141;69;La Florida
09-09-2022;220908;141;90;El Bosque
09-09-2022;220908;141;111;Cerro Navia
09-09-2022;220908;141;88;Cerrillos
09-09-2022;220908;141;77,1;RM
10-09-2022;220910;142;55;Talagante
10-09-2022;220910;142;82;Santiago
10-09-2022;220910;142;69;Quilicura
10-09-2022;220910;142;61;Puente Alto
10-09-2022;220910;142;96;Pudahuel
10-09-2022;220910;142;47;Las Condes
10-09-2022;220910;142;54;La Florida
10-09-2022;220909;142;77;El Bosque
10-09-2022;220909;142;121;Cerro Navia
10-09-2022;220909;142;81;Cerrillos
10-09-2022;220909;142;74,3;RM
11-09-2022;220911;143;17;Talagante
11-09-2022;220911;143;22;Santiago
11-09-2022;220911;143;21;Quilicura
11-09-2022;220911;143;25;Puente Alto
11-09-2022;220911;143;23;Pudahuel
11-09-2022;220911;143;24;Las Condes
11-09-2022;220911;143;26;La Florida
11-09-2022;220910;143;22;El Bosque
11-09-2022;220910;143;27;Cerro Navia
11-09-2022;220910;143;18;Cerrillos
11-09-2022;220910;143;22,5;RM
12-09-2022;220912;144;43;Talagante
12-09-2022;220912;144;62;Santiago
12-09-2022;220912;144;38;Quilicura
12-09-2022;220912;144;47;Puente Alto
12-09-2022;220912;144;57;Pudahuel
12-09-2022;220912;144;40;Las Condes
12-09-2022;220912;144;45;La Florida
12-09-2022;220911;144;65;El Bosque
12-09-2022;220911;144;69;Cerro Navia
12-09-2022;220911;144;61;Cerrillos
12-09-2022;220911;144;52,7;RM
13-09-2022;220913;145;23;Talagante
13-09-2022;220913;145;48;Santiago
13-09-2022;220913;145;37;Quilicura
13-09-2022;220913;145;47;Puente Alto
13-09-2022;220913;145;37;Pudahuel
13-09-2022;220913;145;39;Las Condes
13-09-2022;220913;145;42;La Florida
13-09-2022;220912;145;43;El Bosque
13-09-2022;220912;145;46;Cerro Navia
13-09-2022;220912;145;40;Cerrillos
13-09-2022;220912;145;40,2;RM
14-09-2022;220914;146;59;Talagante
14-09-2022;220914;146;89;Santiago
14-09-2022;220914;146;72;Quilicura
14-09-2022;220914;146;66;Puente Alto
14-09-2022;220914;146;85;Pudahuel
14-09-2022;220914;146;53;Las Condes
14-09-2022;220914;146;69;La Florida
14-09-2022;220913;146;88;El Bosque
14-09-2022;220913;146;99;Cerro Navia
14-09-2022;220913;146;85;Cerrillos
14-09-2022;220913;146;76,5;RM
15-09-2022;220915;147;57;Talagante
15-09-2022;220915;147;82;Santiago
15-09-2022;220915;147;82;Quilicura
15-09-2022;220915;147;78;Puente Alto
15-09-2022;220915;147;86;Pudahuel
15-09-2022;220915;147;61;Las Condes
15-09-2022;220915;147;74;La Florida
15-09-2022;220914;147;102;El Bosque
15-09-2022;220914;147;97;Cerro Navia
15-09-2022;220914;147;84;Cerrillos
15-09-2022;220914;147;80,3;RM
16-09-2022;220916;148;27;Talagante
16-09-2022;220916;148;42;Santiago
16-09-2022;220916;148;47;Quilicura
16-09-2022;220916;148;64;Puente Alto
16-09-2022;220916;148;38;Pudahuel
16-09-2022;220916;148;53;Las Condes
16-09-2022;220916;148;57;La Florida
16-09-2022;220915;148;43;El Bosque
16-09-2022;220915;148;43;Cerro Navia
16-09-2022;220915;148;30;Cerrillos
16-09-2022;220915;148;44,4;RM
17-09-2022;220917;149;19;Talagante
17-09-2022;220917;149;32;Santiago
17-09-2022;220917;149;32;Quilicura
17-09-2022;220917;149;32;Puente Alto
17-09-2022;220917;149;30;Pudahuel
17-09-2022;220917;149;35;Las Condes
17-09-2022;220917;149;35;La Florida
17-09-2022;220916;149;30;El Bosque
17-09-2022;220916;149;34;Cerro Navia
17-09-2022;220916;149;25;Cerrillos
17-09-2022;220916;149;30,4;RM
18-09-2022;220918;150;12;Talagante
18-09-2022;220918;150;18;Santiago
18-09-2022;220918;150;19;Quilicura
18-09-2022;220918;150;22;Puente Alto
18-09-2022;220918;150;20;Pudahuel
18-09-2022;220918;150;19;Las Condes
18-09-2022;220918;150;16;La Florida
18-09-2022;220917;150;19;El Bosque
18-09-2022;220917;150;20;Cerro Navia
18-09-2022;220917;150;12;Cerrillos
18-09-2022;220917;150;17,7;RM
19-09-2022;220919;151;26;Talagante
19-09-2022;220919;151;37;Santiago
19-09-2022;220919;151;24;Quilicura
19-09-2022;220919;151;33;Puente Alto
19-09-2022;220919;151;30;Pudahuel
19-09-2022;220919;151;26;Las Condes
19-09-2022;220919;151;26;La Florida
19-09-2022;220918;151;28;El Bosque
19-09-2022;220918;151;28;Cerro Navia
19-09-2022;220918;151;25;Cerrillos
19-09-2022;220918;151;28,3;RM
20-09-2022;220920;152;20;Talagante
20-09-2022;220920;152;29;Santiago
20-09-2022;220920;152;25;Quilicura
20-09-2022;220920;152;27;Puente Alto
20-09-2022;220920;152;24;Pudahuel
20-09-2022;220920;152;24;Las Condes
20-09-2022;220920;152;21;La Florida
20-09-2022;220919;152;27;El Bosque
20-09-2022;220919;152;25;Cerro Navia
20-09-2022;220919;152;30;Cerrillos
20-09-2022;220919;152;25,2;RM
21-09-2022;220921;153;29;Talagante
21-09-2022;220921;153;36;Santiago
21-09-2022;220921;153;34;Quilicura
21-09-2022;220921;153;33;Puente Alto
21-09-2022;220921;153;39;Pudahuel
21-09-2022;220921;153;23;Las Condes
21-09-2022;220921;153;30;La Florida
21-09-2022;220920;153;45;El Bosque
21-09-2022;220920;153;46;Cerro Navia
21-09-2022;220920;153;38;Cerrillos
21-09-2022;220920;153;35,3;RM
